null
null
"January 10, 2022 8:12PM","Berta Cierist:","(and of course I am picking on the newest player first...so sorry lol)"
"January 10, 2022 8:12PM","Persira:","(Do I have a description of the folks I'm looking for?) (Lmao)"
"January 10, 2022 8:12PM","Berta Cierist:","(you do not, you were likely told to speak with Berta)"
"January 10, 2022 8:13PM","Persira:","""I was told to speak with you in regards to some unique items. Interested?"""
null,"Berta Cierist:","Berta Cierist looks around, ""Does this look like a pawn shop to you? I do the selling here...you want sumamt to drink or not?"""
"January 10, 2022 8:16PM","Berta Cierist:","""Must be new to the luxuries of Selmyr, hmm? Let me help you out, don't listen to what most of these salt-drunk idiots tell you..."""
null,"Berta Cierist:","Berta Cierist sighs, ""what are ye looking to sell then?"""
"January 10, 2022 8:18PM","Berta Cierist:","(Mouse, you would be well within range to make out most of this conversation) (and Billy and Amanda, you'd just be approaching and can head in now)"
"January 10, 2022 8:21PM","Persira:","""Not sure you want this stuff out here. Got a more private space?"""
null,"Berta Cierist:","Berta Cierist puts her head in her hands and lets out a long sigh, ""gonna be one of them nights...grab a seat, get a drink, and we will talk when I have a moment"" she points to a board behind the bar with a list of options which basically amounts to beer, cheaper beer, ale, very cheap ale, and grog"
null,null,"Welby, Gale, you have both been in this tavern before quite a few times, perhaps not recently. Among the faces you recognize as townies, there are a few new faces"
"January 10, 2022 8:24PM","Mouse:","(afk a min or so... kid aggro)"
"January 10, 2022 8:24PM","Welby Fellwater:","""Hello there friend! Join me for a drink?"" (To Amanda's character)"
"January 10, 2022 8:24PM","Berta Cierist:","(oooo miss those days)"
"January 10, 2022 8:24PM","Gale Stern:","""Obviously, the strongest stuff they have."""
"January 10, 2022 8:25PM","Welby Fellwater:","""Ok, I'll buy the first round."""
"January 10, 2022 8:25PM","Gale Stern:","""and the round after that."""
null,"Berta Cierist:","Berta Cierist nods as you approach the bar"
"January 10, 2022 8:27PM","Welby Fellwater:","Walks over to the bar and makes eye contact with Berta and waits for her to conclude her business with the new patron."
"January 10, 2022 8:27PM","Gale Stern:","(would I know Berta from being here before?)"
"January 10, 2022 8:28PM","Berta Cierist:","(i would say certainly, conversationally as you would with any bartender you see pretty frequently)"
"January 10, 2022 8:28PM","Welby Fellwater:","""Good evening Bertie, two ales if they're strong tonight"""
"January 10, 2022 8:29PM","Berta Cierist:","""Strong as your coin, as always"""
"January 10, 2022 8:29PM","Gale Stern:","""He's buying."""
"January 10, 2022 8:29PM","Welby Fellwater:","much lower ""None of the cheap piss"""
"January 10, 2022 8:30PM","Berta Cierist:","(you trying to keep her from hearing that?)"
"January 10, 2022 8:31PM","Welby Fellwater:","(Not really, but I dont want the other patrons to hear)"
"January 10, 2022 8:31PM","Berta Cierist:","""maybe if you could part with some o that gold as a tip for my staff, I wouldnt piss in your mug, Smelby"""
"January 10, 2022 8:32PM","Gale Stern:",
"January 10, 2022 8:33PM","Welby Fellwater:","""Bertie, tonight is your night! I can feel it, Keep my glass full of the good stuff and that gold will finally be yours"""
"January 10, 2022 8:34PM","Gale Stern:","""Feeling rather generous tonight, aren't you?"""
"January 10, 2022 8:35PM","Welby Fellwater:","to Gale ""Thing are looking up, I have a good feeling about tonight"""
"January 10, 2022 8:35PM","Gale Stern:","""Could this have something to do with what you wanted to talk about?"""
"January 10, 2022 8:35PM","Welby Fellwater:","(Welby is actively listening to all the background conversations, focusing on new faces.)"
null,"Berta Cierist:","Berta Cierist looks at you suspiciously, ""well then why don't you get this one a drink as well, new in town and seems to have lost her tongue"", she says gesturing to the patron to your left"
"January 10, 2022 8:36PM","Mouse:","(puts a piece of cheese in his pocket) (looks for scraps at other tables)"
null,"Berta Cierist:","Berta Cierist shouts to an older woman, ""Gam! get that music box a playing!"""
"January 10, 2022 8:37PM","Persira:","""How thoughtful."""
"January 10, 2022 8:38PM","Welby Fellwater:","to Persira ""Well hello there beautiful? I don't remember seeing you here before, and I doubt I'd forget your face."" winks at Bertie"
"January 10, 2022 8:38PM","Gale Stern:","""And he begins."""
null,null,"with a wave of her hand the older woman heads towards you, Driron"
"January 10, 2022 8:39PM","Gale Stern:","""I'm going to need that drink fast there Berta."""
"January 10, 2022 8:39PM","DM (GM):","""so, thirty minutes for now, maybe start closer to the front entrance, bring em in. Show her what you can do, son, I'm sure you'll do fine"" and she nods encouragingly"
"January 10, 2022 8:40PM","Driron Narakas:","""I will have them up and dancing round the place as you've never seen, madame"""
"January 10, 2022 8:40PM","Persira:",
null,null,"she blanches at the madame, ""I havent done that kind of work in years. Now get to it, chop chop"""
"January 10, 2022 8:42PM","Driron Narakas:",
"January 10, 2022 8:42PM","DM (GM):","(can you move your token or no, just want to make sure Ive got that set up correctly for you) (sorry, that was for you, Adam...can you move?)"
"January 10, 2022 8:43PM","Driron Narakas:","(where is my token? the character box things are taking up a lot of space)"
"January 10, 2022 8:43PM","Mouse:","(will be kinda slowly moving around this corner, grabbing whatever food scraps I can and pocketing them)"
"January 10, 2022 8:43PM","Driron Narakas:","(all probably stuff I missed the night my laptop crapped out)"
"January 10, 2022 8:44PM","DM (GM):","(thats okay, there should be a zoom controller just to the left of the chat box, zoom out a bit"
"January 10, 2022 8:45PM","Driron Narakas:","(i see me now)"
"January 10, 2022 8:45PM","DM (GM):","(ok cool) (I am so sorry...family issue quick, brb, Doug can you show Adam how to pull up his character sheet and roll a performance check while I'm gone?)"
"January 10, 2022 8:47PM","Mouse:","(yeah) (next to chat bubble.. says journal) (click that, then your character)"
"January 10, 2022 8:49PM","Driron Narakas:","I'm in"
"January 10, 2022 8:49PM","Mouse:","(on the sheet just click the word Performance) It should roll for you."
"January 10, 2022 8:49PM","Driron Narakas:","Rolling 1d20+2[Proficiency]+3[charisma] = (14)+2+3 = 19" - "PERFORMANCE"
"January 10, 2022 8:50PM","DM (GM):","(back sorry)"
"January 10, 2022 8:50PM","Gale Stern:","(all good !)"
null,null,"you all hear the sound of music and singing from the entryway"
"January 10, 2022 8:51PM","Welby Fellwater:","""Wow, who is that?"""
"January 10, 2022 8:51PM","DM (GM):","(if you can describe your performance, Driron, and maybe describe yourself as no one has seen you before)"
"January 10, 2022 8:52PM","DM (GM):","[ whispered to Doug : and if you are trying to go from table to table without being noticed, give me a stealth roll]"
"January 10, 2022 8:52PM","Driron Narakas:",
"January 10, 2022 8:53PM","Gale Stern:","""About time there was some decent entertainment in here."""
null,null,"the sound of the well sung tune seems to already have brought in another customer off the street as a young man walks in"
"January 10, 2022 8:54PM","Driron Narakas:",
"January 10, 2022 8:54PM","Welby Fellwater:","slides some coppers to Berta and stands up"
"January 10, 2022 8:54PM","DM (GM):","(Rob if you can describe yourself)"
null,"Etrager:","Etrager enters, stares in awe at the collection of strangers, and the beautiful music."
null,"Berta Cierist:","Berta Cierist stares with some disdain at the dirty coppers sitting on her bar top, ""shoulda given you the piss mug after all..."""
null,"Etrager:","Etrager is a young human, not well traveled. A longsword hangs from his back, his youth and excitement written all on his face"
"January 10, 2022 8:56PM","Etrager:","""Berta?"""
"January 10, 2022 8:56PM","Gale Stern:",
"January 10, 2022 8:56PM","Welby Fellwater:","""The night is still young Bertie"""
"January 10, 2022 8:56PM","Berta Cierist:","(are you just walking in and shouting Berta?)"
"January 10, 2022 8:56PM","Etrager:","(I am) (respectfully after the lute playing)"
null,null,"the young woman behind the bar sighs loudly, head in hands, not for the last time this evening, and shouts back,"" it's pronounced BARE'tuh not BUR'ta!"""
"January 10, 2022 8:58PM","Etrager:","""ah. Then I am in the right place! I was told you knew where to find a monster...or was it"" and trails off"
null,null,"if daggers could in fact be thrown from human eyes...you would be doubly pierced. ""Clearly you have already been overserved elsewhere boy, are there any grownups with you tonight?"""
"January 10, 2022 8:59PM","Driron Narakas:",
null,"Etrager:","Etrager sits and stares at the furry...person...next to him. The blue one beyond. The horned one with the music and ignores Berta before realizing she had spoke"
"January 10, 2022 9:00PM","Etrager:","n ""Um, I am a grown up! Just last week. And now I am to prove it!"" (his voice cracking)"
null,"Berta Cierist:","Berta Cierist looks back at Persira, hands her a random drink, and says, ""I apologize, had I only know you would be the most normal new customer this evening, I might have spent more time with you"""
"January 10, 2022 9:01PM","Gale Stern:","""Berta, you should know by now. No one is normal in this town."""
"January 10, 2022 9:01PM","Driron Narakas:",
"January 10, 2022 9:02PM","Mouse:","Rolling 1d20+2[Proficiency]+5[dexterity] = (18)+2+5 = 25" - "STEALTH"
"January 10, 2022 9:02PM","Etrager:","""So, um...."" he begins, looking at Persira, ""not to be rude, but are you a monster? Or is he?"" indicating the large bard"
null,"Berta Cierist:","Berta Cierist looks at Persira again, and mouths, ""I'm sorry"""
"January 10, 2022 9:03PM","Persira:","""I think it's passed you naptime."""
"January 10, 2022 9:04PM","Berta Cierist:","(lol)"
"January 10, 2022 9:04PM","Persira:","(your lol)"
"January 10, 2022 9:04PM","Etrager:","""I took a short rest on the trip in, thank you."""
"January 10, 2022 9:04PM","Berta Cierist:","(Persira, can you describe yourself)"
"January 10, 2022 9:05PM","DM (GM):","(sorry the DM was laughing, although Berta was as well)"
"January 10, 2022 9:05PM","Etrager:","""Well, if you're not a monster, perhaps you know where one is? I have to bring back a trophy of some kind."""
"January 10, 2022 9:06PM","Mouse:","monsters... like... ""monsters"" are the real monsters."
"January 10, 2022 9:06PM","Persira:","""Good luck with that."""
"January 10, 2022 9:06PM","Mouse:",
"January 10, 2022 9:07PM","Driron Narakas:","'what is this about a monster, my Smoothskin friend?"""
"January 10, 2022 9:07PM","Gale Stern:","""The young one seems to be looking for a monster."""
"January 10, 2022 9:08PM","Etrager:","""I am looking for a monster to slay. To prove I am a man. I came here looking for direction and find...well,....I don't really know. That was a lovely song, sir."""
null,"Berta Cierist:","Berta Cierist shouts for Welby, then pulls him close, ""please....escort the children while I speak to the dark stranger for a moment...if he chases away my customers, I'm taking it out on you."""
null,"Berta Cierist:","Berta Cierist moves to the end of the bar quietly by Persira"
"January 10, 2022 9:08PM","Etrager:","""And you, I've never seen such bright skin before. It's ...fascinating."""
"January 10, 2022 9:09PM","Welby Fellwater:","nods at Berta with acknowledgement"
"January 10, 2022 9:09PM","Driron Narakas:","""enjoy a few drinks and the fine music, we will discuss monsters when I finish"""
"January 10, 2022 9:09PM","Berta Cierist:","[ whispered to Persira : ""so, you picked a night...what is it you were looking to get rid of?""]"
null,"Etrager:","Etrager listens as though being told details instructions to complete his quest"
"January 10, 2022 9:10PM","Welby Fellwater:","begins to clap along, clearly paying more attention the the recent arrival."
"January 10, 2022 9:10PM","Driron Narakas:",
null,"Etrager:","Etrager continues to take notes"
"January 10, 2022 9:11PM","Berta Cierist:","(performance and acrobatics check please, Driron)"
"January 10, 2022 9:11PM","Mouse:",
"January 10, 2022 9:11PM","(From Persira):","[ whispered to (From Persira : ""I have a few things left, depending on your need. Looking for something specific?""]"
"January 10, 2022 9:12PM","Driron Narakas:","Rolling 1d20+2[Proficiency]+3[charisma] = (16)+2+3 = 21" - "PERFORMANCE"
"January 10, 2022 9:12PM","Etrager:","""big as a barn...yup....swing a silvered sword...quick as a ..what? I missed that last verse"""
"January 10, 2022 9:12PM","Driron Narakas:","Rolling 1d20+1[dexterity] = (2)+1 = 3" - "ACROBATICS"
"January 10, 2022 9:12PM","Mouse:",
"January 10, 2022 9:12PM","Welby Fellwater:","to Mouse ""Care to wager odds on the new arrival surviving the month? I'll give you 3:1 against"""
"January 10, 2022 9:12PM","Gale Stern:","""Oh, this boy is as green as they come."""
"January 10, 2022 9:13PM","Berta Cierist:","{EVERYONE FREEZE THERE for a moment, I have to play catch up lol}"
"January 10, 2022 9:13PM","Driron Narakas:","(anyone else lose connection to the server for a second?)"
"January 10, 2022 9:14PM","Mouse:","3... to.. then ignores it* Don't look green."
"January 10, 2022 9:14PM","Welby Fellwater:","(Not I)"
"January 10, 2022 9:14PM","Persira:","(I don't think so.)"
"January 10, 2022 9:14PM","Berta Cierist:","[ whispered to Persira : I dont know who sent you here? but they were fooling with you I think. I am not looking for anything....but if you tell me what you are looking to get rid of, I can let you know if I know where you can sell it]"
"January 10, 2022 9:14PM","Etrager:","(no but I saw you ""reconnect"")"
null,null,"Driron is mid-song and killing it until he attempts some active display, jumping up on a table and taking a spill"
null,null,"the music abruptly stops"
"January 10, 2022 9:15PM","Etrager:","""what's an AUGHAHH?"""
null,null,"there is laughter and clapping from all corners of the tavern"
"January 10, 2022 9:16PM","Gale Stern:",
"January 10, 2022 9:16PM","Driron Narakas:",
"January 10, 2022 9:17PM","Mouse:","Oh my word. Should someone help him? (to Welby)"
null,"Etrager:","Etrager claps"
